77,Gold,Silver,Gold,2/8/2024 10:02
78,Gold,Gold,Silver,2/8/2024 22:10
79,Silver,Gold,Silver,2/9/2024 10:18
80,Silver,Silver,Silver,2/9/2024 22:26
81,Silver,Rose Gold,Silver,2/10/2024 10:34
82,Gold,,Rose Gold,2/10/2024 22:42
83,Rose Gold,,Silver,2/11/2024 10:50
84,,,Silver,2/11/2024 22:58
85,,Silver,Silver,2/12/2024 11:05
86,Rose Gold,Gold,Silver,2/12/2024 23:13
87,Gold,Gold,Silver,2/13/2024 11:21
88,Silver,Silver,,2/13/2024 23:29
89,,Rose Gold,,2/14/2024 11:37
90,Gold,Silver,Rose Gold,2/14/2024 23:45
91,,Gold,Rose Gold,2/15/2024 11:53
92,Rose Gold,Rose Gold,,2/16/2024 0:01
93,,Silver,,2/16/2024 12:09
94,Rose Gold,Silver,Rose Gold,2/17/2024 0:17
95,,Gold,,2/17/2024 12:25
96,Gold,Rose Gold,Rose Gold,2/18/2024 0:33
97,Silver,Rose Gold,Silver,2/18/2024 12:41
98,Silver,Rose Gold,Rose Gold,2/19/2024 0:49
99,Rose Gold,Gold,Silver,2/19/2024 12:56
100,Silver,,,2/20/2024 1:04
101,Gold,Silver,Rose Gold,2/20/2024 13:12
102,Silver,,Silver,2/21/2024 1:20
103,,Gold,,2/21/2024 13:28
104,,,,2/22/2024 1:36
105,,Gold,,2/22/2024 13:44
106,,Silver,Gold,2/23/2024 1:52
107,Silver,Silver,Gold,2/23/2024 14:00
108,Silver,Silver,,2/24/2024 2:08
109,,Rose Gold,Rose Gold,2/24/2024 14:16
110,,Rose Gold,Rose Gold,2/25/2024 2:24
111,Rose Gold,Rose Gold,Rose Gold,2/25/2024 14:32
112,Silver,Gold,Silver,2/26/2024 2:40
113,Silver,Gold,Gold,2/26/2024 14:47
114,Gold,Rose Gold,Silver,2/27/2024 2:55
115,,,Silver,2/27/2024 15:03
116,,Silver,Rose Gold,2/28/2024 3:11
117,Rose Gold,,,2/28/2024 15:19
118,Gold,,Gold,2/29/2024 3:27
119,Silver,Silver,,2/29/2024 15:35
120,Gold,Gold,Gold,3/1/2024 3:43
121,Rose Gold,Silver,Silver,3/1/2024 15:51
122,Gold,Silver,Gold,3/2/2024 3:59
123,Gold,Rose Gold,Gold,3/2/2024 16:07
124,Silver,Silver,Gold,3/3/2024 4:15
125,,Rose Gold,Gold,3/3/2024 16:23
126,Rose Gold,Silver,Rose Gold,3/4/2024 4:30
127,Silver,Rose Gold,Rose Gold,3/4/2024 16:38
128,,,Rose Gold,3/5/2024 4:46
129,,Silver,Rose Gold,3/5/2024 16:54
130,Rose Gold,,Rose Gold,3/6/2024 5:02
131,Gold,Silver,,3/6/2024 17:10
132,Silver,Silver,Gold,3/7/2024 5:18
133,Gold,Rose Gold,Gold,3/7/2024 17:26
134,Rose Gold,,Silver,3/8/2024 5:34
135,Rose Gold,Silver,Gold,3/8/2024 17:42
136,,Rose Gold,,3/9/2024 5:50
137,Silver,Rose Gold,Rose Gold,3/9/2024 17:58
138,Silver,Gold,Gold,3/10/2024 6:06
139,Gold,Rose Gold,Gold,3/10/2024 18:14
140,Silver,Rose Gold,Gold,3/11/2024 6:21
141,Rose Gold,,Gold,3/11/2024 18:29
142,Rose Gold,Gold,Gold,3/12/2024 6:37
143,Gold,,Silver,3/12/2024 18:45
144,Rose Gold,Silver,Rose Gold,3/13/2024 6:53
145,,Rose Gold,,3/13/2024 19:01
146,Rose Gold,Gold,Rose Gold,3/14/2024 7:09
147,Silver,Silver,Rose Gold,3/14/2024 19:17
148,Silver,Rose Gold,Rose Gold,3/15/2024 7:25
149,,Silver,,3/15/2024 19:33
150,Rose Gold,Gold,Gold,3/16/2024 7:41
151,Rose Gold,Gold,Gold,3/16/2024 19:49
152,Silver,Rose Gold,Gold,3/17/2024 7:57
153,Silver,Gold,,3/17/2024 20:05
154,,Rose Gold,Silver,3/18/2024 8:12
155,Silver,,Silver,3/18/2024 20:20
156,,Gold,Rose Gold,3/19/2024 8:28
157,Silver,Rose Gold,Silver,3/19/2024 20:36
158,Rose Gold,Rose Gold,Silver,3/20/2024 8:44
159,,Rose Gold,Rose Gold,3/20/2024 20:52
160,,Silver,Silver,3/21/2024 9:00
161,,,Rose Gold,3/21/2024 21:08
162,,,Silver,3/22/2024 9:16
163,Silver,Gold,Silver,3/22/2024 21:24
164,Silver,,Rose Gold,3/23/2024 9:32
165,Rose Gold,Gold,Silver,3/23/2024 21:40
166,Silver,Gold,Rose Gold,3/24/2024 9:48
167,Silver,Rose Gold,Silver,3/24/2024 21:56
168,Silver,Gold,Silver,3/25/2024 10:03
169,Gold,Gold,Rose Gold,3/25/2024 22:11
170,Gold,Silver,Gold,3/26/2024 10:19
171,Rose Gold,,Rose Gold,3/26/2024 22:27
172,Gold,Silver,Silver,3/27/2024 10:35
173,,Silver,Silver,3/27/2024 22:43
174,Rose Gold,Rose Gold,Gold,3/28/2024 10:51
175,,,Gold,3/28/2024 22:59
176,,,Rose Gold,3/29/2024 11:07
177,Rose Gold,,,3/29/2024 23:15
178,Rose Gold,,Gold,3/30/2024 11:23
179,,Silver,Rose Gold,3/30/2024 23:31
180,Gold,Gold,,3/31/2024 11:39
181,Gold,Rose Gold,,3/31/2024 23:47
182,Silver,Silver,Rose Gold,4/1/2024 11:54
183,Silver,Gold,Silver,4/2/2024 0:02
184,Rose Gold,Gold,,4/2/2024 12:10
185,Silver,Silver,Rose Gold,4/3/2024 0:18
186,Rose Gold,Rose Gold,Silver,4/3/2024 12:26
187,Gold,,Silver,4/4/2024 0:34
188,Gold,Gold,Rose Gold,4/4/2024 12:42
189,Rose Gold,Rose Gold,Gold,4/5/2024 0:50
190,Rose Gold,Gold,Gold,4/5/2024 12:58
191,Rose Gold,Gold,Rose Gold,4/6/2024 1:06
192,,Rose Gold,Silver,4/6/2024 13:14
193,Silver,Rose Gold,,4/7/2024 1:22
194,Silver,Rose Gold,Rose Gold,4/7/2024 13:30
195,Silver,,Silver,4/8/2024 1:38
196,,Rose Gold,,4/8/2024 13:45
197,Gold,,Rose Gold,4/9/2024 1:53
198,,Rose Gold,Rose Gold,4/9/2024 14:01
199,,Gold,,4/10/2024 2:09
200,Rose Gold,Gold,,4/10/2024 14:17
201,Rose Gold,,Rose Gold,4/11/2024 2:25
202,Rose Gold,Silver,Rose Gold,4/11/2024 14:33
203,Silver,Rose Gold,Rose Gold,4/12/2024 2:41
204,,Gold,Gold,4/12/2024 14:49
205,Gold,Rose Gold,Silver,4/13/2024 2:57
206,Gold,Gold,Gold,4/13/2024 15:05
207,,Silver,,4/14/2024 3:13
208,Rose Gold,,Rose Gold,4/14/2024 15:21
209,Silver,Gold,Silver,4/15/2024 3:29
210,Rose Gold,Rose Gold,Silver,4/15/2024 15:36
211,Rose Gold,Gold,Gold,4/16/2024 3:44
212,Silver,,Silver,4/16/2024 15:52
213,Gold,Gold,,4/17/2024 4:00
214,,Silver,Silver,4/17/2024 16:08
215,Silver,,,4/18/2024 4:16
216,Gold,Gold,Silver,4/18/2024 16:24
217,,,,4/19/2024 4:32
218,Gold,Gold,Rose Gold,4/19/2024 16:40
219,Silver,Gold,,4/20/2024 4:48
220,,Gold,,4/20/2024 16:56
221,Rose Gold,Gold,Gold,4/21/2024 5:04
222,Silver,Gold,Silver,4/21/2024 17:12
223,Gold,,Gold,4/22/2024 5:20
224,,Silver,Silver,4/22/2024 17:27
225,Rose Gold,Silver,,4/23/2024 5:35
226,Gold,Gold,Rose Gold,4/23/2024 17:43
227,Rose Gold,Gold,Rose Gold,4/24/2024 5:51
228,Silver,Silver,Rose Gold,4/24/2024 17:59
229,Gold,Gold,Gold,4/25/2024 6:07
230,Rose Gold,Gold,Silver,4/25/2024 18:15
231,,Gold,Rose Gold,4/26/2024 6:23
232,,Silver,Rose Gold,4/26/2024 18:31
233,,Silver,Gold,4/27/2024 6:39
234,Rose Gold,Silver,Rose Gold,4/27/2024 18:47
235,,Rose Gold,Rose Gold,4/28/2024 6:55
236,,,Rose Gold,4/28/2024 19:03
237,Gold,Gold,Gold,4/29/2024 7:10
238,Rose Gold,Gold,Silver,4/29/2024 19:18
239,Rose Gold,,Silver,4/30/2024 7:26
240,Gold,Silver,,4/30/2024 19:34
241,Gold,Silver,Rose Gold,5/1/2024 7:42
242,Silver,,Gold,5/1/2024 19:50
243,Gold,Rose Gold,Gold,5/2/2024 7:58
244,,Silver,Silver,5/2/2024 20:06
245,Rose Gold,,Rose Gold,5/3/2024 8:14
246,,Silver,,5/3/2024 20:22
247,Silver,Gold,Silver,5/4/2024 8:30
248,Gold,Gold,Gold,5/4/2024 20:38
249,Gold,Gold,Silver,5/5/2024 8:46
250,,Silver,,5/5/2024 20:54
251,,,Gold,5/6/2024 9:01
252,Gold,Rose Gold,Rose Gold,5/6/2024 21:09
253,Rose Gold,Gold,Gold,5/7/2024 9:17
254,Gold,,,5/7/2024 21:25
255,Gold,Silver,Gold,5/8/2024 9:33
256,Rose Gold,Rose Gold,,5/8/2024 21:41
257,,Silver,,5/9/2024 9:49
258,,,Silver,5/9/2024 21:57
259,Gold,,Rose Gold,5/10/2024 10:05
260,,Silver,Gold,5/10/2024 22:13
261,Gold,Rose Gold,,5/11/2024 10:21
262,Rose Gold,Gold,Silver,5/11/2024 22:29
263,,,Rose Gold,5/12/2024 10:37
264,Rose Gold,Rose Gold,,5/12/2024 22:45
265,Silver,Gold,,5/13/2024 10:52
266,Gold,,,5/13/2024 23:00
267,Rose Gold,Gold,Silver,5/14/2024 11:08
268,Gold,Gold,,5/14/2024 23:16
269,Gold,Gold,Gold,5/15/2024 11:24
270,Rose Gold,Rose Gold,,5/15/2024 23:32
271,Silver,,,5/16/2024 11:40
272,Gold,Gold,Silver,5/16/2024 23:48
273,Rose Gold,Gold,Rose Gold,5/17/2024 11:56
274,Rose Gold,Silver,Gold,5/18/2024 0:04
275,Rose Gold,Silver,,5/18/2024 12:12
276,Rose Gold,,Rose Gold,5/19/2024 0:20
277,Rose Gold,Gold,Silver,5/19/2024 12:28
278,,Rose Gold,,5/20/2024 0:36
279,Silver,Silver,Silver,5/20/2024 12:43
280,Rose Gold,Silver,,5/21/2024 0:51
281,Gold,Silver,Rose Gold,5/21/2024 12:59
282,Gold,,Rose Gold,5/22/2024 1:07
283,Rose Gold,,Gold,5/22/2024 13:15
284,Gold,Rose Gold,,5/23/2024 1:23
285,Silver,Silver,Silver,5/23/2024 13:31
286,Rose Gold,Gold,,5/24/2024 1:39
287,Gold,Silver,,5/24/2024 13:47
288,Silver,Silver,,5/25/2024 1:55
289,Silver,,Silver,5/25/2024 14:03
290,,Silver,Gold,5/26/2024 2:11
291,Silver,Rose Gold,,5/26/2024 14:19
292,Rose Gold,,Rose Gold,5/27/2024 2:27
293,Silver,Rose Gold,Rose Gold,5/27/2024 14:34
294,Silver,Gold,,5/28/2024 2:42
295,,Gold,Gold,5/28/2024 14:50
296,Rose Gold,Rose Gold,Silver,5/29/2024 2:58
297,,Gold,Gold,5/29/2024 15:06
298,,Gold,Silver,5/30/2024 3:14
299,Gold,Rose Gold,,5/30/2024 15:22
300,Silver,Rose Gold,,5/31/2024 3:30
301,,,Silver,5/31/2024 15:38
302,,Gold,,6/1/2024 3:46
303,,Silver,,6/1/2024 15:54
304,Silver,Rose Gold,,6/2/2024 4:02
305,Gold,Rose Gold,,6/2/2024 16:10
306,,Silver,Silver,6/3/2024 4:18
307,Gold,Gold,Rose Gold,6/3/2024 16:25
308,Silver,,Silver,6/4/2024 4:33
309,Gold,Gold,Rose Gold,6/4/2024 16:41
310,Gold,,Rose Gold,6/5/2024 4:49
311,Silver,Silver,,6/5/2024 16:57
312,Rose Gold,Rose Gold,Rose Gold,6/6/2024 5:05
313,Rose Gold,Gold,Gold,6/6/2024 17:13
314,Silver,,Silver,6/7/2024 5:21
315,Rose Gold,Silver,,6/7/2024 17:29
316,Gold,Rose Gold,Gold,6/8/2024 5:37
317,Silver,Gold,,6/8/2024 17:45
318,Rose Gold,Silver,,6/9/2024 5:53
319,,Rose Gold,Gold,6/9/2024 18:01
320,Gold,Rose Gold,Silver,6/10/2024 6:09
321,Silver,Rose Gold,Rose Gold,6/10/2024 18:16
322,Gold,,Gold,6/11/2024 6:24
323,Rose Gold,Silver,Silver,6/11/2024 18:32
324,Rose Gold,Silver,Silver,6/12/2024 6:40
325,Gold,,Rose Gold,6/12/2024 18:48
326,Silver,Rose Gold,Gold,6/13/2024 6:56
327,Rose Gold,Gold,,6/13/2024 19:04
328,,,Rose Gold,6/14/2024 7:12
329,,Gold,Gold,6/14/2024 19:20
330,Silver,Rose Gold,Silver,6/15/2024 7:28
331,,,Gold,6/15/2024 19:36
332,Silver,Rose Gold,Rose Gold,6/16/2024 7:44
333,,Gold,,6/16/2024 19:52
334,Rose Gold,Rose Gold,Silver,6/17/2024 7:59
335,,Rose Gold,Rose Gold,6/17/2024 20:07
336,Rose Gold,,Gold,6/18/2024 8:15
337,Rose Gold,,Rose Gold,6/18/2024 20:23
338,Rose Gold,,Rose Gold,6/19/2024 8:31
339,Rose Gold,Gold,,6/19/2024 20:39
340,Silver,Rose Gold,Gold,6/20/2024 8:47
341,Silver,Silver,Rose Gold,6/20/2024 20:55
342,Rose Gold,Rose Gold,Rose Gold,6/21/2024 9:03
343,,,Gold,6/21/2024 21:11
344,Gold,Gold,Rose Gold,6/22/2024 9:19
345,Gold,Gold,,6/22/2024 21:27
346,Gold,Gold,,6/23/2024 9:35
347,Silver,Rose Gold,Gold,6/23/2024 21:43
348,,Gold,Rose Gold,6/24/2024 9:50
349,Rose Gold,Gold,Gold,6/24/2024 21:58
350,Silver,Gold,Rose Gold,6/25/2024 10:06
351,Silver,Silver,Rose Gold,6/25/2024 22:14
352,Rose Gold,Gold,,6/26/2024 10:22
353,Rose Gold,Silver,Gold,6/26/2024 22:30
354,Rose Gold,Gold,Gold,6/27/2024 10:38
355,Silver,Silver,,6/27/2024 22:46
356,Gold,Silver,Rose Gold,6/28/2024 10:54
357,Gold,,Silver,6/28/2024 23:02
358,Silver,Gold,,6/29/2024 11:10
359,Silver,,Silver,6/29/2024 23:18
360,Gold,Silver,Silver,6/30/2024 11:26
361,,Silver,Rose Gold,6/30/2024 23:34
362,Gold,,Gold,7/1/2024 11:41
363,Silver,Gold,Gold,7/1/2024 23:49
364,Gold,Rose Gold,,7/2/2024 11:57
365,,Gold,Silver,7/3/2024 0:05
366,Gold,,,7/3/2024 12:13
367,Gold,Silver,Silver,7/4/2024 0:21
368,Gold,Rose Gold,,7/4/2024 12:29
369,Rose Gold,Silver,Rose Gold,7/5/2024 0:37
370,Silver,Rose Gold,Silver,7/5/2024 12:45
371,Silver,Gold,Gold,7/6/2024 0:53
372,Rose Gold,,,7/6/2024 13:01
373,Silver,Rose Gold,Rose Gold,7/7/2024 1:09
374,Silver,Silver,Rose Gold,7/7/2024 13:17
375,,Gold,Rose Gold,7/8/2024 1:25
376,,,,7/8/2024 13:32
377,Gold,Rose Gold,,7/9/2024 1:40
378,Gold,Gold,Silver,7/9/2024 13:48
379,Gold,Silver,,7/10/2024 1:56
380,Rose Gold,Rose Gold,Rose Gold,7/10/2024 14:04
381,Rose Gold,Silver,Rose Gold,7/11/2024 2:12
382,Gold,Gold,,7/11/2024 14:20
383,Silver,Rose Gold,Gold,7/12/2024 2:28
384,Rose Gold,Rose Gold,Gold,7/12/2024 14:36
385,Gold,Rose Gold,Silver,7/13/2024 2:44
386,,Silver,,7/13/2024 14:52
387,Silver,,Gold,7/14/2024 3:00
388,,Silver,Rose Gold,7/14/2024 15:08
389,Rose Gold,Gold,,7/15/2024 3:16
390,Rose Gold,Gold,Silver,7/15/2024 15:23
391,Silver,Silver,,7/16/2024 3:31
392,Rose Gold,Silver,Gold,7/16/2024 15:39
393,Gold,Rose Gold,,7/17/2024 3:47
394,Silver,Gold,Gold,7/17/2024 15:55
395,Rose Gold,Silver,Silver,7/18/2024 4:03
396,Silver,Rose Gold,Gold,7/18/2024 16:11
397,Silver,Silver,,7/19/2024 4:19
398,Rose Gold,Gold,Silver,7/19/2024 16:27
399,,,Gold,7/20/2024 4:35
400,Gold,Rose Gold,Gold,7/20/2024 16:43
401,Gold,,Rose Gold,7/21/2024 4:51
402,Silver,Silver,,7/21/2024 16:59
403,Silver,Silver,,7/22/2024 5:07
404,,Gold,Rose Gold,7/22/2024 17:14
405,Gold,,Gold,7/23/2024 5:22
406,Silver,,,7/23/2024 17:30
407,Rose Gold,Silver,Gold,7/24/2024 5:38
408,Rose Gold,Gold,,7/24/2024 17:46
409,Silver,Gold,Gold,7/25/2024 5:54
410,Gold,,Rose Gold,7/25/2024 18:02
411,Gold,,Gold,7/26/2024 6:10
412,Gold,Gold,,7/26/2024 18:18
413,Gold,Gold,Gold,7/27/2024 6:26
414,Rose Gold,Rose Gold,Silver,7/27/2024 18:34
415,,Gold,Gold,7/28/2024 6:42
416,Gold,,Gold,7/28/2024 18:50
417,Silver,,Gold,7/29/2024 6:58
418,Rose Gold,,,7/29/2024 19:05
419,Silver,Silver,Rose Gold,7/30/2024 7:13
420,,Rose Gold,Silver,7/30/2024 19:21
421,Rose Gold,Gold,,7/31/2024 7:29
422,,,Rose Gold,7/31/2024 19:37
423,Gold,Rose Gold,Gold,8/1/2024 7:45
424,Rose Gold,Silver,Gold,8/1/2024 19:53
425,Gold,,,8/2/2024 8:01
426,Rose Gold,Rose Gold,Rose Gold,8/2/2024 20:09
427,Silver,Gold,Silver,8/3/2024 8:17
428,Silver,Rose Gold,Gold,8/3/2024 20:25
429,Silver,Rose Gold,Rose Gold,8/4/2024 8:33
430,,Silver,Gold,8/4/2024 20:41
431,Gold,Rose Gold,Silver,8/5/2024 8:49
432,Gold,Gold,Rose Gold,8/5/2024 20:56
433,Gold,Gold,Rose Gold,8/6/2024 9:04
434,Rose Gold,,Rose Gold,8/6/2024 21:12
435,Gold,Silver,,8/7/2024 9:20
436,Silver,Gold,Gold,8/7/2024 21:28
437,Gold,,Rose Gold,8/8/2024 9:36
438,,,,8/8/2024 21:44
439,Rose Gold,,Rose Gold,8/9/2024 9:52
440,Rose Gold,Silver,Gold,8/9/2024 22:00
441,,Gold,Gold,8/10/2024 10:08
442,,Silver,Rose Gold,8/10/2024 22:16
443,,Silver,,8/11/2024 10:24
444,Gold,,Rose Gold,8/11/2024 22:32
445,Gold,,Rose Gold,8/12/2024 10:40
446,Silver,Gold,Silver,8/12/2024 22:47
447,Rose Gold,Silver,,8/13/2024 10:55
448,Rose Gold,,Gold,8/13/2024 23:03
449,,Rose Gold,,8/14/2024 11:11
450,Silver,,Rose Gold,8/14/2024 23:19
451,Gold,Rose Gold,,8/15/2024 11:27
452,Gold,,Silver,8/15/2024 23:35
453,Silver,Gold,Gold,8/16/2024 11:43
454,,Silver,Silver,8/16/2024 23:51
455,Silver,Rose Gold,Gold,8/17/2024 11:59
456,Silver,Gold,,8/18/2024 0:07
457,Silver,Rose Gold,Silver,8/18/2024 12:15
458,Rose Gold,Gold,,8/19/2024 0:23
459,Rose Gold,Gold,Silver,8/19/2024 12:30
460,Gold,Gold,Silver,8/20/2024 0:38
461,Gold,Rose Gold,,8/20/2024 12:46
462,Gold,Gold,Gold,8/21/2024 0:54
463,Gold,Rose Gold,Rose Gold,8/21/2024 13:02
464,Rose Gold,,,8/22/2024 1:10
465,,,Silver,8/22/2024 13:18
466,Rose Gold,Gold,Gold,8/23/2024 1:26
467,Silver,Rose Gold,,8/23/2024 13:34
468,Rose Gold,Silver,Rose Gold,8/24/2024 1:42
469,,Rose Gold,,8/24/2024 13:50
470,,,Gold,8/25/2024 1:58
471,Gold,,Gold,8/25/2024 14:06
472,,Rose Gold,,8/26/2024 2:14
473,Rose Gold,Gold,Silver,8/26/2024 14:21
474,Rose Gold,Gold,Gold,8/27/2024 2:29
475,Silver,Silver,Gold,8/27/2024 14:37
476,Silver,Rose Gold,,8/28/2024 2:45
477,Silver,,,8/28/2024 14:53
478,Rose Gold,Rose Gold,Gold,8/29/2024 3:01
479,,Rose Gold,Rose Gold,8/29/2024 15:09
480,Rose Gold,Silver,Gold,8/30/2024 3:17
481,Silver,Rose Gold,,8/30/2024 15:25
482,Silver,,Silver,8/31/2024 3:33
483,Gold,,Silver,8/31/2024 15:41
484,,Silver,,9/1/2024 3:49
485,Rose Gold,Rose Gold,Rose Gold,9/1/2024 15:57
486,Gold,,Rose Gold,9/2/2024 4:05
487,Rose Gold,,Rose Gold,9/2/2024 16:12
488,Silver,Silver,Gold,9/3/2024 4:20
489,Rose Gold,Rose Gold,Gold,9/3/2024 16:28
490,,Gold,Gold,9/4/2024 4:36
491,Gold,Rose Gold,Silver,9/4/2024 16:44
492,Silver,Silver,Rose Gold,9/5/2024 4:52
493,Rose Gold,Silver,Silver,9/5/2024 17:00
494,Rose Gold,Rose Gold,Gold,9/6/2024 5:08
495,Rose Gold,,Gold,9/6/2024 17:16
496,Rose Gold,,Silver,9/7/2024 5:24
497,Silver,Rose Gold,Gold,9/7/2024 17:32
498,Gold,Gold,Rose Gold,9/8/2024 5:40
499,,Gold,Silver,9/8/2024 17:48
500,Gold,Rose Gold,,9/9/2024 5:56
501,,,Silver,9/9/2024 18:03
502,,,,9/10/2024 6:11
503,Gold,Rose Gold,Rose Gold,9/10/2024 18:19
504,Gold,Gold,,9/11/2024 6:27
505,Silver,Rose Gold,,9/11/2024 18:35
506,,,Rose Gold,9/12/2024 6:43
507,,Silver,Rose Gold,9/12/2024 18:51
508,,Silver,Gold,9/13/2024 6:59
509,Gold,Gold,Gold,9/13/2024 19:07
510,Gold,Gold,Gold,9/14/2024 7:15
511,Gold,Rose Gold,Silver,9/14/2024 19:23
512,Silver,Gold,Gold,9/15/2024 7:31
513,,,Gold,9/15/2024 19:39
514,Rose Gold,Silver,Rose Gold,9/16/2024 7:47
515,Gold,,Silver,9/16/2024 19:54
516,Gold,Gold,Rose Gold,9/17/2024 8:02
517,Silver,Gold,Rose Gold,9/17/2024 20:10
518,Rose Gold,Rose Gold,Silver,9/18/2024 8:18
519,Silver,Gold,,9/18/2024 20:26
520,Rose Gold,Gold,,9/19/2024 8:34
521,,Rose Gold,,9/19/2024 20:42
522,Rose Gold,Silver,,9/20/2024 8:50
523,,Gold,Rose Gold,9/20/2024 20:58
524,,,Rose Gold,9/21/2024 9:06
525,Silver,,Gold,9/21/2024 21:14
526,Rose Gold,Rose Gold,Rose Gold,9/22/2024 9:22
527,Rose Gold,,Gold,9/22/2024 21:30
528,Rose Gold,Gold,Silver,9/23/2024 9:38
529,Rose Gold,Silver,Silver,9/23/2024 21:45
530,Rose Gold,Gold,,9/24/2024 9:53
531,Gold,Gold,,9/24/2024 22:01
532,Silver,Gold,,9/25/2024 10:09
533,,,,9/25/2024 22:17
534,,Gold,,9/26/2024 10:25
535,Gold,Gold,Rose Gold,9/26/2024 22:33
536,Gold,,Rose Gold,9/27/2024 10:41
537,Rose Gold,Rose Gold,Rose Gold,9/27/2024 22:49
538,Gold,Rose Gold,Rose Gold,9/28/2024 10:57
539,Silver,Silver,Gold,9/28/2024 23:05
540,,Gold,Gold,9/29/2024 11:13
541,,,Gold,9/29/2024 23:21
542,Silver,Rose Gold,Rose Gold,9/30/2024 11:29
543,,,,9/30/2024 23:36
544,Silver,,Silver,10/1/2024 11:44
545,Gold,Gold,Silver,10/1/2024 23:52
546,Silver,Silver,Rose Gold,10/2/2024 12:00
547,Rose Gold,Rose Gold,,10/3/2024 0:08
548,Gold,Rose Gold,Silver,10/3/2024 12:16
549,,Rose Gold,,10/4/2024 0:24
550,Silver,Gold,Rose Gold,10/4/2024 12:32
551,Rose Gold,Silver,Silver,10/5/2024 0:40
552,Rose Gold,Gold,Silver,10/5/2024 12:48
553,,Rose Gold,Silver,10/6/2024 0:56
554,Gold,Silver,Rose Gold,10/6/2024 13:04
555,Rose Gold,Rose Gold,Gold,10/7/2024 1:12
556,Silver,Gold,Gold,10/7/2024 13:19
557,Gold,Silver,,10/8/2024 1:27
